file	layers	dir	tag	b1	b2	b3	b4	w1	w2	dw	bitfield
DATA\GLOBAL\MONSTERS\JE\COF\JEWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9A1HTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\K9\COF\K9A2HTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\K9\COF\K9BLHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9DDHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9DTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9GHHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9NUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9RNHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9S2HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9S3HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9S4HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9SCHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\K9\COF\K9WLHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\L3\COF\L3A1HTH.COF	9	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\L3\COF\L3A2HTH.COF	9	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\L3\COF\L3DDHTH.COF	10	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\L3\COF\L3DTHTH.COF	10	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\L3\COF\L3GHHTH.COF	9	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\L3\COF\L3NUHTH.COF	9	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\L3\COF\L3WLHTH.COF	9	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\LG\COF\LGDDHTH.COF	2	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\LG\COF\LGDTHTH.COF	2	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\LG\COF\LGNUHTH.COF	2	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\LG\COF\LGS1HTH.COF	2	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\LG\COF\LGS2HTH.COF	2	1	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\LS\COF\LSDDHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\LS\COF\LSDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\LS\COF\LSNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\LS\COF\LSWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\LV\COF\LVDDHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\LV\COF\LVDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\LV\COF\LVNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\LV\COF\LVWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\LY\COF\LYNUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\LY\COF\LYWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M1\COF\M1NUHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\M1\COF\M1S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M2\COF\M2NUHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\M2\COF\M2S1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M3\COF\M3NUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\M3\COF\M3WLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M4\COF\M4A1HTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\M4\COF\M4DDHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M4\COF\M4DTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M4\COF\M4NUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\M5\COF\M5A1HTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\M5\COF\M5A2HTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\M5\COF\M5DDHTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\M5\COF\M5DTHTH.COF	1	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\M5\COF\M5GHHTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\M5\COF\M5NUHTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\M5\COF\M5WLHTH.COF	1	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\M6\COF\M6A1HTH.COF	1	16	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\M6\COF\M6DTHTH.COF	1	16	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\M6\COF\M6NUHTH.COF	1	16	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MA\COF\MADDHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\MA\COF\MADTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MA\COF\MANUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MA\COF\MAWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MD\COF\MDTNHTH.COF	1	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\ME\COF\MEDDHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\ME\COF\MEDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\ME\COF\MENUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\ME\COF\MEWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MG\COF\MGDDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\MG\COF\MGDTHTH.COF	2	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MG\COF\MGNUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MG\COF\MGS1HTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MM\COF\MMA1HTH.COF	1	8	20	1	0	19	0	1	19	1245185	10000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\MM\COF\MMA2HTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MM\COF\MMDDHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MM\COF\MMDTHTH.COF	1	8	20	0	251	114	0	-1280	114	7535360	00000000110111110100111000000000b
DATA\GLOBAL\MONSTERS\MM\COF\MMGHHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MM\COF\MMNUHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MM\COF\MMS1HTH.COF	2	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MM\COF\MMWLHTH.COF	1	8	20	1	240	253	127	-4095	32765	2147348481	10000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MO\COF\MOA1HTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MO\COF\MOA2HTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MO\COF\MODDHTH.COF	3	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\MO\COF\MODTHTH.COF	3	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\MO\COF\MOGHHTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MO\COF\MONUHTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MO\COF\MOWLHTH.COF	2	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MP\COF\MPA1HTH.COF	3	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MP\COF\MPA2HTH.COF	5	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MP\COF\MPDDHTH.COF	4	16	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MP\COF\MPDTHTH.COF	8	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MP\COF\MPGHHTH.COF	3	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MP\COF\MPNUHTH.COF	3	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MP\COF\MPWLHTH.COF	3	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\MQ\COF\MQDDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\MQ\COF\MQDTHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MQ\COF\MQNUHTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MQ\COF\MQS1HTH.COF	1	1	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\MS\COF\MSNUHTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\MS\COF\MSWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\N3\COF\N3NUHTH.COF	5	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\N3\COF\N3WLHTH.COF	5	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\N4\COF\N4NUHTH.COF	8	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\N4\COF\N4WLHTH.COF	8	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O0\COF\O0TNHTH.COF	1	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\O1\COF\O1TNHTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O2\COF\O2TNHTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O3\COF\O3TNHTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O4\COF\O4TNHTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O5\COF\O5TNHTH.COF	1	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\O6\COF\O6TNHTH.COF	1	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\O7\COF\O7TNHTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O8\COF\O8TNHTH.COF	1	1	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\O9\COF\O9TNHTH.COF	1	1	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\OF\COF\OFNUHTH.COF	1	8	20	0	249	147	0	-1792	147	9697536	00000000100111111100100100000000b
DATA\GLOBAL\MONSTERS\OF\COF\OFS1HTH.COF	1	1	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OF\COF\OFWLHTH.COF	1	8	20	0	249	147	0	-1792	147	9697536	00000000100111111100100100000000b
DATA\GLOBAL\MONSTERS\OR\COF\ORA1HTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\OR\COF\ORDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\OR\COF\ORGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\OR\COF\ORNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\OR\COF\ORS1HTH.COF	1	8	20	0	249	136	0	-1792	136	8976640	00000000100111110001000100000000b
DATA\GLOBAL\MONSTERS\OR\COF\ORWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\OS\COF\OSA1HTH.COF	7	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSA2HTH.COF	7	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSDDHTH.COF	2	8	20	0	249	122	0	-1792	122	8059136	00000000100111110101111000000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSDTHTH.COF	2	8	20	0	249	123	0	-1792	123	8124672	00000000100111111101111000000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSGHHTH.COF	7	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSNUHTH.COF	7	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSS1HTH.COF	7	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSS2HTH.COF	8	8	20	0	249	146	0	-1792	146	9632000	00000000100111110100100100000000b
DATA\GLOBAL\MONSTERS\OS\COF\OSWLHTH.COF	7	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXA1HTH.COF	8	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXA2HTH.COF	8	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXDDHTH.COF	8	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXDTHTH.COF	8	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXGHHTH.COF	8	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXNUHTH.COF	8	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\OX\COF\OXWLHTH.COF	8	8	20	0	252	18	0	-1024	18	1244160	00000000001111110100100000000000b
DATA\GLOBAL\MONSTERS\PB\COF\PBA1HTH.COF	1	16	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\PB\COF\PBDDHTH.COF	1	16	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PB\COF\PBDTHTH.COF	1	16	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PB\COF\PBNUHTH.COF	1	16	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PM\COF\PMDDHTH.COF	1	1	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\PM\COF\PMDTHTH.COF	1	1	20	0	249	212	2	-1792	724	47511808	00000000100111110010101101000000b
DATA\GLOBAL\MONSTERS\PM\COF\PMNUHTH.COF	1	1	20	0	249	212	2	-1792	724	47511808	00000000100111110010101101000000b
DATA\GLOBAL\MONSTERS\PM\COF\PMS1HTH.COF	1	1	20	0	249	212	2	-1792	724	47511808	00000000100111110010101101000000b
DATA\GLOBAL\MONSTERS\PM\COF\PMWLHTH.COF	1	1	20	0	249	212	2	-1792	724	47511808	00000000100111110010101101000000b
DATA\GLOBAL\MONSTERS\PN\COF\PNA1HTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\PN\COF\PNA2HTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PN\COF\PNDDHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PN\COF\PNDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PN\COF\PNGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PN\COF\PNNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PN\COF\PNWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PR\COF\PRNUHTH.COF	1	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PR\COF\PRWLHTH.COF	1	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PS\COF\PSA1HTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\PS\COF\PSDTHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PS\COF\PSGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PS\COF\PSNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PS\COF\PSWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PW\COF\PWA11HT.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWA1HTH.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWBL1HT.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWBLHTH.COF	10	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PW\COF\PWDD1HT.COF	11	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWDDHTH.COF	11	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PW\COF\PWDT1HT.COF	11	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWDTHTH.COF	11	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWGH1HT.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWGHHTH.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWNU1HT.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWNUHTH.COF	10	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\PW\COF\PWWL1HT.COF	10	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\PW\COF\PWWLHTH.COF	10	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\QQ\COF\QQDDHTH.COF	1	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\QQ\COF\QQDTHTH.COF	1	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\QQ\COF\QQNUHTH.COF	1	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\QQ\COF\QQWLHTH.COF	1	8	20	0	156	0	0	-25600	0	39936	00000000001110010000000000000000b
DATA\GLOBAL\MONSTERS\R7\COF\R7DDHTH.COF	1	1	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\R7\COF\R7DTHTH.COF	2	1	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\R7\COF\R7NUHTH.COF	3	1	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\RC\COF\RCNUHTH.COF	1	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\RC\COF\RCWLHTH.COF	1	8	20	0	251	122	0	-1280	122	8059648	00000000110111110101111000000000b
DATA\GLOBAL\MONSTERS\RD\COF\RDA1HTH.COF	1	8	20	0	0	19	0	0	19	1245184	00000000000000001100100000000000b
DATA\GLOBAL\MONSTERS\RD\COF\RDA2HTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\RD\COF\RDDDHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\RD\COF\RDDTHTH.COF	2	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\RD\COF\RDGHHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\RD\COF\RDNUHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\RD\COF\RDSCHTH.COF	1	8	20	0	251	113	0	-1280	113	7469824	00000000110111111000111000000000b
DATA\GLOBAL\MONSTERS\RD\COF\RDWLHTH.COF	1	8	20	0	240	253	127	-4096	32765	2147348480	00000000000011111011111111111110b
DATA\GLOBAL\MONSTERS\RE\COF\REA1HTH.COF	8	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
DATA\GLOBAL\MONSTERS\RE\COF\REA2HTH.COF	8	8	20	0	251	18	0	-1280	18	1243904	00000000110111110100100000000000b
